Year,Name,Birthplace,Nationality,Sport,Labels,Medal
1957,Nikolai Drozdetsky,{Soviet Union|Kolpino},NULL,Ice hockey player,{agent|athlete|ice hockey player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Athlete|IceHockeyPlayer|HCCSKAMoscowPlayers|IceHockeyPlayersAtThe1984WinterOlympics|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|Winger110782471|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianIceHockeyRightWingers|SKASaintPetersburgPlayers|SovietIceHockeyPlayers|OlympicGoldMedalistsForTheSovietUnion|OlympicIceHockeyPlayersOfTheSovietUnion|OlympicMedalistsInIceHockey|PeopleFromKolpino|YagoLegalActor},Gold Medalist
1957,Nina Lobova,NULL,Soviet Union,Handball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe1976SummerOlympics|LivingPeople|UkrainianHandballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianHandballPlayers|SovietHandballPlayers|OlympicGoldMedalistsForTheSovietUnion|OlympicHandballPlayersOfTheSovietUnion|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1957,Norbert Növényi,NULL,NULL,Olympic wrestler kick-boxer and actor,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HungarianSportWrestlers|LivingPeople|WrestlersAtThe1980SummerOlympics|WrestlersAtThe1992SummerOlympics|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|Wrestler110793168|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForHungary|OlympicMedalistsInWrestling|OlympicWrestlersOfHungary|YagoLegalActor},Gold Medalist
1957,Hideaki Tomiyama,NULL,NULL,Olympic wrestler,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JapaneseSportWrestlers|LivingPeople|WrestlersAtThe1984SummerOlympics|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|Wrestler110793168|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|NihonUniversityPeople|OlympicGoldMedalistsForJapan|OlympicMedalistsInWrestling|OlympicWrestlersOfJapan|YagoLegalActor},Gold Medalist
1957,Hubert Gardas,{France|Lyon},NULL,Fencer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Combatant109939313|Contestant109613191|Fencer110085217|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|FencersAtThe1980SummerOlympics|FrenchFencers|PhysicalEntity100001930|Winner110782940|OlympicFencersOfFrance|OlympicGoldMedalistsForFrance|OlympicMedalistsInFencing|YagoLegalActor},Gold Medalist
1957,Carlo Massullo,NULL,NULL,Modern pentathlete 1984 Olympic team gold 1988 team & individual silver 1992 team bronze,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|ItalianModernPentathletes|LivingPeople|ModernPentathletesAtThe1984SummerOlympics|ModernPentathletesAtThe1988SummerOlympics|ModernPentathletesAtThe1992SummerOlympics|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Pentathlete110414768|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBronzeMedalistsForItaly|OlympicGoldMedalistsForItaly|OlympicMedalistsInModernPentathlon|OlympicModernPentathletesOfItaly|OlympicSilverMedalistsForItaly|YagoLegalActor},Gold Medalist
1957,Carol Menken-Schaudt,NULL,NULL,American basketball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AmericanBasketballPlayers|Athlete109820263|BasketballPlayer109842047|BasketballPlayersAtThe1984SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInBasketball|OregonStateBeaversWomen'sBasketballPlayers|PeopleFromMarionCountyOregon|YagoLegalActor},Gold Medalist
1957,Connie Carpenter-Phinney,Madison Wisconsin,NULL,American racing cyclist and speed skater,{agent|athlete|person|cyclist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Cyclist|Ice-skater110196490|LivingPeople|AmericanCyclists|AmericanSpeedSkaters|Athlete109820263|CausalAgent100007347|Contestant109613191|Cyclist109986189|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rider110529965|Skater110604491|Speedskater110634849|Traveler109629752|Whole100003553|YagoLegalActorGeo|CyclistsAtThe1984SummerOlympics|FemaleCyclists|Pedaler110411163|PhysicalEntity100001930|Winner110782940|SpeedSkatersAtThe1972WinterOlympics|OlympicCyclistsOfTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInCycling|OlympicSpeedSkatersOfTheUnitedStates|PeopleFromMadisonWisconsin|YagoLegalActor},Gold Medalist
1957,Conrad Robertson,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe1984SummerOlympics|NewZealandRowers|OlympicGoldMedalistsForNewZealand|OlympicMedalistsInRowing|OlympicRowersOfNewZealand|YagoLegalActor},Gold Medalist
1957,Cornelia Klier,Leutenberg,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanRowers|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|FemaleRowers|PhysicalEntity100001930|Winner110782940|RowersAtThe1980SummerOlympics|OlympicGoldMedalistsForEastGermany|OlympicMedalistsInRowing|OlympicRowersOfEastGermany|YagoLegalActor},Gold Medalist
1957,Kathy Kreiner,{Ontario|Canada|Timmins},NULL,Alpine skier,{agent|athlete|person|skier|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AlpineSkiersAtThe1976WinterOlympics|Athlete109820263|CanadianFemaleAlpineSkiers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForCanada|OlympicMedalistsInAlpineSkiing|PeopleFromTimmins|YagoLegalActor},Gold Medalist
1957,Keena Rothhammer,Little Rock Arkansas,United States,American swimmer Olympic gold medalist former world record-holder,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JewishSwimmers|LivingPeople|WorldAquaticsChampionshipsMedalistsInSwimming|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|FemaleFreestyleSwimmers|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1972SummerOlympics|OlympicBronzeMedalistsForTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSwimmersOfTheUnitedStates|PeopleFromLittleRockArkansas|YagoLegalActor},Gold Medalist
1957,Kim Peyton,Hood River Oregon,United States,American swimmer Olympic gold medalist,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|FemaleFreestyleSwimmers|PhysicalEntity100001930|Winner110782940|StanfordCardinalSwimmers|SwimmersAtThe1976SummerOlympics|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSwimmersOfTheUnitedStates|PeopleFromPortlandOregon|YagoLegalActor},Gold Medalist
1957,Ángel Herrera Vera,Guantánamo,Cuba,Boxer,{agent|amateur boxer|athlete|boxer|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boxer109870208|BoxersAtThe1976SummerOlympics|BoxersAtThe1980SummerOlympics|BoxersAtThe1983PanAmericanGames|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|CubanBoxers|PhysicalEntity100001930|Winner110782940|OlympicBoxersOfCuba|OlympicGoldMedalistsForCuba|OlympicMedalistsInBoxing|PeopleFromGuant%C3%A1namo|YagoLegalActor},Gold Medalist
1958,Ion Draica,NULL,NULL,Olympic wrestler,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|WrestlersAtThe1984SummerOlympics|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|Wrestler110793168|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RomanianSportWrestlers|OlympicGoldMedalistsForRomania|OlympicMedalistsInWrestling|OlympicWrestlersOfRomania|YagoLegalActor},Gold Medalist
1958,Irene Hendriks,NULL,NULL,Field hockey player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|DutchFieldHockeyPlayers|FieldHockeyPlayersAtThe1984SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFieldHockeyPlayersOfTheNetherlands|OlympicGoldMedalistsForTheNetherlands|OlympicMedalistsInFieldHockey|YagoLegalActor},Gold Medalist
1958,Jānis Ķipurs,NULL,NULL,Bobsledder,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBronzeMedalistsForTheSovietUnion|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInBobsleigh|YagoLegalActor},Gold Medalist
1958,Eric Heiden,Madison Wisconsin,NULL,American speed skater and racing cyclist,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Ice-skater110196490|LivingPeople|TeamPhysicians|Adult109605289|Alumnus109786338|AmericanCyclists|AmericanSpeedSkaters|AmericanSurgeons|Athlete109820263|CausalAgent100007347|Contestant109613191|Cyclist109986189|Doctor110020890|HealthProfessional110165109|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Professional110480253|Rider110529965|Scholar110557854|Skater110604491|Speedskater110634849|Surgeon110679174|Traveler109629752|Whole100003553|YagoLegalActorGeo|MedicalPractitioner110305802|Pedaler110411163|PhysicalEntity100001930|Winner110782940|SpeedSkatersAtThe1976WinterOlympics|SpeedSkatersAtThe1980WinterOlympics|StanfordUniversityAlumni|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSpeedSkating|OlympicSpeedSkatersOfTheUnitedStates|PeopleFromMadisonWisconsin|YagoLegalActor},Gold Medalist
1958,Esko Rechardt,Helsinki,NULL,Sailor,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sailor110546633|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SailorsAtThe1980SummerOlympics|SailorsAtThe1984SummerOlympics|OlympicGoldMedalistsForFinland|OlympicMedalistsInSailing|OlympicSailorsOfFinland|PeopleFromHelsinki|YagoLegalActor},Gold Medalist
1958,Louise Ritter,NULL,NULL,Athletics (sport) competitor,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AmericanHighJumpers|CausalAgent100007347|Contestant109613191|Jumper110226993|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInAthletics(trackAndField)|PeopleFromDallasTexas|YagoLegalActor},Gold Medalist
1958,Lubomír Pokluda,{Czechoslovakia|Frýdek-Místek},NULL,footballer,{agent|athlete|person|soccer player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|K.LierseS.K.Players|LivingPeople|ACSpartaPraguePlayers|Athlete109820263|CausalAgent100007347|Contestant109613191|FootballPlayer110101634|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|CzechFootballers|CzechoslovakFootballers|CzechoslovakiaInternationalFootballers|FKInterBratislavaPlayers|FKTeplicePlayers|FootballersAtThe1980SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFootballersOfCzechoslovakia|OlympicGoldMedalistsForCzechoslovakia|OlympicMedalistsInFootball|YagoLegalActor},Gold Medalist
1958,Lyudmila Kondratyeva,{Soviet Union|Shakhty|Russian Soviet Federative Socialist Republic},NULL,Soviet sprint athlete,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sprinter110641413|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianAthletes|SovietAthletes|Sprinters|OlympicAthletesOfTheSovietUnion|OlympicBronzeMedalistsForTheSovietUnion|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInAthletics(trackAndField)|YagoLegalActor},Gold Medalist
1958,Hans-Peter Koppe,NULL,NULL,Rower,{agent|athlete|person|rower|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanRowers|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe1980SummerOlympics|OlympicGoldMedalistsForEastGermany|OlympicMedalistsInRowing|OlympicRowersOfEastGermany|PeopleFromLeipzig|YagoLegalActor},Gold Medalist
1958,Yanko Rusev,NULL,NULL,Weightlifter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|WeightliftersAtThe1980SummerOlympics|Athlete109820263|BulgarianWeightlifters|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Weightlifter110773394|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForBulgaria|OlympicMedalistsInWeightlifting|OlympicWeightliftersOfBulgaria|YagoLegalActor},Gold Medalist
1958,Yao Jingyuan,NULL,NULL,Chinese weightlifter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|WeightliftersAtThe1984SummerOlympics|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Weightlifter110773394|Whole100003553|YagoLegalActorGeo|ChineseWeightlifters|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForChina|OlympicMedalistsInWeightlifting|OlympicWeightliftersOfChina|YagoLegalActor},Gold Medalist
1958,Yelena Andreyuk,NULL,Soviet Union,Volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1980SummerOlympics|Women'sVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SovietVolleyballPlayers|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfTheSovietUnion|YagoLegalActor},Gold Medalist
1958,Yevgeny Lipeyev,{Russia|Krasnodar},Soviet Union,Modern pentathlete,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|ModernPentathletesAtThe1980SummerOlympics|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Pentathlete110414768|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianModernPentathletes|SovietModernPentathletes|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInModernPentathlon|OlympicModernPentathletesOfTheSovietUnion|YagoLegalActor},Gold Medalist
1958,Franz Wembacher,{Bavaria|Bischofswiesen},NULL,Luger,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForWestGermany|OlympicMedalistsInLuge|YagoLegalActor},Gold Medalist
1958,Gaétan Boucher,Charlesbourg Quebec City,NULL,Speed skater,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Ice-skater110196490|KnightsOfTheNationalOrderOfQuebec|LivingPeople|Aristocrat109807754|Athlete109820263|CanadianSpeedSkaters|CausalAgent100007347|Contestant109613191|Knight110238375|Leader109623038|LivingThing100004258|Medalist110305062|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Serviceman110582746|Skater110604491|SkilledWorker110605985|Speedskater110634849|Whole100003553|Worker109632518|YagoLegalActorGeo|MaleAristocrat110285135|PhysicalEntity100001930|Winner110782940|SpeedSkatersAtThe1976WinterOlympics|SpeedSkatersAtThe1980WinterOlympics|SpeedSkatersAtThe1984WinterOlympics|SpeedSkatersAtThe1988WinterOlympics|OfficersOfTheOrderOfCanada|OlympicBronzeMedalistsForCanada|OlympicGoldMedalistsForCanada|OlympicMedalistsInSpeedSkating|OlympicSilverMedalistsForCanada|PeopleFromQuebecCity|YagoLegalActor},Gold Medalist
1958,Patrick Powers (volleyball),Los Angeles,United States,Volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1984SummerOlympics|AmericanVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfTheUnitedStates|YagoLegalActor},Gold Medalist
