Year,Name,Birthplace,Nationality,Sport,Labels,Medal
1966,Inessa Kravets,{Dnipropetrovsk|Ukrainian Soviet Socialist Republic},NULL,Soviet and Ukrainian triple and long jumper,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|UkrainianLongJumpers|UkrainianTripleJumpers|Athlete109820263|CausalAgent100007347|Contestant109613191|Jumper110226993|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SovietAthletes|OlympicAthletesOfTheUnifiedTeam|OlympicAthletesOfUkraine|OlympicGoldMedalistsForUkraine|OlympicMedalistsInAthletics(trackAndField)|OlympicSilverMedalistsForTheUnifiedTeam|YagoLegalActor},Gold Medalist
1966,Christian Due-Boje,Sweden,NULL,Swedish ice hockey player,{agent|athlete|ice hockey player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IceHockeyPlayer|IceHockeyPlayersAtThe1994WinterOlympics|LivingPeople|Malm%C3%B6RedhawksPlayers|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|Djurg%C3%A5rdensIFHockeyPlayers|PhysicalEntity100001930|Winner110782940|S%C3%B6dert%C3%A4ljeSKPlayers|StarBullsRosenheimPlayers|SwedishIceHockeyPlayers|OlympicGoldMedalistsForSweden|OlympicMedalistsInIceHockey|YagoLegalActor},Gold Medalist
1966,Sally Gunnell,{England|Chigwell|Essex},United Kingdom,British athlete,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|Athlete109820263|BritishHurdlers|CausalAgent100007347|CommissionedMilitaryOfficer109943239|Communicator109610660|Contestant109613191|Hurdler110193864|LivingThing100004258|Medalist110305062|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Presenter110466387|Serviceman110582746|SkilledWorker110605985|Sprinter110641413|Whole100003553|Worker109632518|YagoLegalActorGeo|CommissionedOfficer109942970|CommonwealthGamesGoldMedallistsForEngland|CommonwealthGamesSilverMedallistsForEngland|DeputyLieutenants|EnglishAthletes|EnglishSprinters|EnglishTelevisionPresenters|FemaleHurdlers|FemaleSprinters|Lieutenant110259348|PhysicalEntity100001930|Winner110782940|OfficersOfTheOrderOfTheBritishEmpire|OlympicAthletesOfGreatBritain|OlympicBronzeMedalistsForGreatBritain|OlympicGoldMedalistsForGreatBritain|OlympicMedalistsInAthletics(trackAndField)|PeopleFromChigwell|PeopleFromSteyning|YagoLegalActor},Gold Medalist
1966,Scott Fortune,Newport Beach California,NULL,Former volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1988SummerOlympics|VolleyballPlayersAtThe1992SummerOlympics|VolleyballPlayersAtThe1996SummerOlympics|AmericanBeachVolleyballPlayers|AmericanVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfTheUnitedStates|YagoLegalActor},Gold Medalist
1966,Agostino Abbagnale,{Italy|Pompei},Italy,Rower,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe1988SummerOlympics|RowersAtThe1996SummerOlympics|RowersAtThe2000SummerOlympics|OlympicGoldMedalistsForItaly|OlympicMedalistsInRowing|OlympicRowersOfItaly|PeopleFromPompei|YagoLegalActor},Gold Medalist
1966,Catherine Fleury-Vachon,NULL,NULL,Judoka,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForFrance|OlympicMedalistsInJudo|YagoLegalActor},Gold Medalist
1966,Cristina Elena Grigoraş,Satu Mare,NULL,Gymnast,{agent|athlete|gymnast|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GymnastsAtThe1980SummerOlympics|GymnastsAtThe1984SummerOlympics|LivingPeople|Athlete109820263|CausalAgent100007347|Champion109906704|Contestant109613191|Creator109614315|Gymnast110153594|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rival110533013|Whole100003553|YagoLegalActorGeo|EuropeanChampionsInGymnastics|Originator110383816|PhysicalEntity100001930|Winner110782940|RomanianFemaleArtisticGymnasts|OlympicGoldMedalistsForRomania|OlympicGymnastsOfRomania|OlympicMedalistsInGymnastics|OlympicSilverMedalistsForRomania|OriginatorsOfElementsInArtisticGymnastics|YagoLegalActor},Gold Medalist
1966,Jonathan Edwards (athlete),{England|Berkshire|United Kingdom|Windsor Berkshire},NULL,British triple jumper,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|LivingPeople|TripleJumpers|AlumniOfDurhamUniversity|Alumnus109786338|Athlete109820263|CausalAgent100007347|CommandingOfficer109941964|Communicator109610660|Contestant109613191|Intellectual109621545|Jumper110226993|LivingThing100004258|Medalist110305062|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Presenter110466387|Scholar110557854|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|CommandersOfTheOrderOfTheBritishEmpire|CommonwealthGamesGoldMedallistsForEngland|CommonwealthGamesSilverMedallistsForEngland|EnglishAthletes|EnglishTelevisionPresenters|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfGreatBritain|OlympicGoldMedalistsForGreatBritain|OlympicMedalistsInAthletics(trackAndField)|OlympicSilverMedalistsForGreatBritain|PeopleEducatedAtWestBucklandSchool|PeopleFromGosforth|PeopleFromLondon|YagoLegalActor},Gold Medalist
1966,Karsten Brannasch,Altdöbern,NULL,Bobsledder,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForGermany|OlympicMedalistsInBobsleigh|PeopleFromAltd%C3%B6bern|YagoLegalActor},Gold Medalist
1966,Kennedy McKinney,NULL,NULL,Boxer,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|BantamweightBoxers|Boxer109870208|BoxersAtThe1988SummerOlympics|BoxersFromMississippi|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBoxersOfTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInBoxing|PeopleFromDeSotoCountyMississippi|YagoLegalActor},Gold Medalist
1966,Kerrin Lee-Gartner,Trail British Columbia,NULL,Alpine skier,{agent|athlete|person|skier|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AlpineSkiersAtThe1988WinterOlympics|AlpineSkiersAtThe1992WinterOlympics|AlpineSkiersAtThe1994WinterOlympics|Athlete109820263|CanadianFemaleAlpineSkiers|CanadianPeopleOfGermanDescent|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForCanada|OlympicMedalistsInAlpineSkiing|PeopleFromRosslandBritishColumbia|YagoLegalActor},Gold Medalist
1966,Kevin Martin (curler),Killam Alberta,NULL,Curler,{agent|athlete|person|curler|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|BrierChampions|CausalAgent100007347|Champion109906704|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rival110533013|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForCanada|OlympicMedalistsInCurling|OlympicSilverMedalistsForCanada|PeopleFromFlagstaffCountyAlberta|YagoLegalActor},Gold Medalist
1966,Kevin Robinzine,NULL,NULL,Athletics (sport) competitor,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|AmericanSprinters|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sprinter110641413|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInAthletics(trackAndField)|YagoLegalActor},Gold Medalist
1966,Kevin Young (athlete),NULL,NULL,American athlete hurdler,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AmericanHurdlers|Athlete109820263|CausalAgent100007347|Contestant109613191|Hurdler110193864|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInAthletics(trackAndField)|YagoLegalActor},Gold Medalist
1966,Kim Choon-Rye,NULL,NULL,Handball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe1984SummerOlympics|HandballPlayersAtThe1988SummerOlympics|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SouthKoreanHandballPlayers|OlympicGoldMedalistsForSouthKorea|OlympicHandballPlayersOfSouthKorea|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1967,Irina Shilova,NULL,NULL,Sport shooter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Associate109816771|BelarusianSportShooters|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Participant110401829|Peer109626238|Person100007846|Player110440387|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|ShootersAtThe1988SummerOlympics|ShootersAtThe1992SummerOlympics|ShootersAtThe1996SummerOlympics|ShootersAtThe2000SummerOlympics|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInShooting|OlympicShootersOfBelarus|OlympicShootersOfTheSovietUnion|OlympicShootersOfTheUnifiedTeam|YagoLegalActor},Gold Medalist
1967,Thomas Reineck,NULL,NULL,Canoe racer,{agent|athlete|person|canoeist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanCanoeists|LivingPeople|Boatman109861946|Canoeist109891470|CanoeistsAtThe1988SummerOlympics|CanoeistsAtThe1992SummerOlympics|CanoeistsAtThe1996SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicCanoeistsOfGermany|OlympicCanoeistsOfWestGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInCanoeing|YagoLegalActor},Gold Medalist
1967,Thorsten Weidner,{Germany|Baden-Württemberg},NULL,Fencer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanFencers|LivingPeople|CausalAgent100007347|Combatant109939313|Contestant109613191|Fencer110085217|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|FencersAtThe1988SummerOlympics|FencersAtThe1992SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFencersOfGermany|OlympicFencersOfWestGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInFencing|OlympicSilverMedalistsForWestGermany|PeopleFromBaden-W%C3%BCrttemberg|YagoLegalActor},Gold Medalist
1967,Lourdes Gourriel,NULL,NULL,Baseball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|Ballplayer109835506|BaseballPlayersAtThe1992SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|CubanBaseballPlayers|PhysicalEntity100001930|Winner110782940|OlympicBaseballPlayersOfCuba|OlympicGoldMedalistsForCuba|OlympicMedalistsInBaseball|YagoLegalActor},Gold Medalist
1967,Maik Bullmann,NULL,NULL,Olympic wrestler,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanSportWrestlers|LivingPeople|WrestlersAtThe1988SummerOlympics|WrestlersAtThe1992SummerOlympics|WrestlersAtThe1996SummerOlympics|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|Wrestler110793168|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForGermany|OlympicMedalistsInWrestling|OlympicWrestlersOfEastGermany|OlympicWrestlersOfGermany|YagoLegalActor},Gold Medalist
1967,Maik Landsmann,Erfurt,NULL,German racing cyclist,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanCyclists|LivingPeople|TrackCyclists|CausalAgent100007347|Contestant109613191|Cyclist109986189|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rider110529965|Traveler109629752|Whole100003553|YagoLegalActorGeo|CyclistsAtThe1988SummerOlympics|Pedaler110411163|PhysicalEntity100001930|Winner110782940|OlympicCyclistsOfEastGermany|OlympicGoldMedalistsForEastGermany|OlympicMedalistsInCycling|PeopleFromErfurt|YagoLegalActor},Gold Medalist
1967,Hans Dersch,Alexandria Virginia,United States,American swimmer Olympic gold medalist,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|TexasLonghornsSwimmers|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1991PanAmericanGames|SwimmersAtThe1992SummerOlympics|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSwimmersOfTheUnitedStates|PeopleFromAlexandriaVirginia|YagoLegalActor},Gold Medalist
1967,Yuri Nesterov,NULL,Soviet Union,Handball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe1988SummerOlympics|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianHandballPlayers|SovietHandballPlayers|OlympicGoldMedalistsForTheSovietUnion|OlympicHandballPlayersOfTheSovietUnion|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1967,Yuriy Gavrilov,NULL,NULL,Handball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe1992SummerOlympics|LivingPeople|UkrainianHandballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnifiedTeam|OlympicHandballPlayersOfTheUnifiedTeam|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1967,Zoltan Kósz,NULL,NULL,Water polo player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HungarianWaterPoloPlayers|LivingPeople|WaterPoloPlayersAtThe1988SummerOlympics|WaterPoloPlayersAtThe1996SummerOlympics|WaterPoloPlayersAtThe2000SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForHungary|OlympicMedalistsInWaterPolo|OlympicWaterPoloPlayersOfHungary|YagoLegalActor},Gold Medalist
1967,Patrick Ortlieb,{Bregenz|Vorarlberg},NULL,downhill skier,{agent|athlete|person|skier|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AlpineSkiersAtThe1992WinterOlympics|AlpineSkiersAtThe1994WinterOlympics|Athlete109820263|AustrianAlpineSkiers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicAlpineSkiersOfAustria|OlympicGoldMedalistsForAustria|OlympicMedalistsInAlpineSkiing|PeopleFromBregenz|YagoLegalActor},Gold Medalist
1967,Paul Ereng,NULL,NULL,Athletics (sport) competitor,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|KenyanAthleticsCoaches|KenyanMiddleDistanceRunners|LivingPeople|AlumniOfStareheBoysCentreAndSchool|Alumnus109786338|Athlete109820263|CausalAgent100007347|Coach109931640|Contestant109613191|Intellectual109621545|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Trainer110722575|Traveler109629752|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfKenya|OlympicGoldMedalistsForKenya|OlympicMedalistsInAthletics(trackAndField)|YagoLegalActor},Gold Medalist
1967,Derek Porter,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CanadianRowers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe1992SummerOlympics|RowersAtThe1996SummerOlympics|RowersAtThe2000SummerOlympics|OlympicGoldMedalistsForCanada|OlympicMedalistsInRowing|OlympicRowersOfCanada|OlympicSilverMedalistsForCanada|PeopleFromBelfast|YagoLegalActor},Gold Medalist
1967,Dmitriy Shevchenko (fencer),{Moscow|Russia},NULL,Fencer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Combatant109939313|Contestant109613191|Fencer110085217|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|FencersAtThe1992SummerOlympics|FencersAtThe1996SummerOlympics|FencersAtThe2000SummerOlympics|PhysicalEntity100001930|Winner110782940|RussianFencers|SovietFencers|OlympicBronzeMedalistsForRussia|OlympicFencersOfRussia|OlympicFencersOfTheUnifiedTeam|OlympicGoldMedalistsForRussia|OlympicMedalistsInFencing|YagoLegalActor},Gold Medalist
1967,Donghua Li,{China|Chengdu},NULL,Gymnast,{agent|athlete|gymnast|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GymnastsAtThe1996SummerOlympics|LivingPeople|MedalistsAtWorldGymnasticsChampionships|WorldChampionGymnasts|Athlete109820263|CausalAgent100007347|Contestant109613191|Gymnast110153594|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|ChineseMaleArtisticGymnasts|PhysicalEntity100001930|Winner110782940|SwissMaleArtisticGymnasts|OlympicGoldMedalistsForSwitzerland|OlympicGymnastsOfSwitzerland|OlympicMedalistsInGymnastics|PeopleFromChengdu|YagoLegalActor},Gold Medalist
1967,Donovan Bailey,{Jamaica|Manchester Parish},Canadians,Canadian athlete Olympic medalist,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JamaicanEmigrantsToCanada|LivingPeople|MaleSprinters|Runner110542888|Alumnus109786338|Athlete109820263|CanadianMaleSprinters|CanadianPeopleOfJamaicanDescent|CausalAgent100007347|Citizen109923673|Contestant109613191|Emigrant110051975|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Sprinter110641413|Traveler109629752|Whole100003553|YagoLegalActorGeo|Fenerbah%C3%A7eAthletes|Migrant110314952|National109625401|PhysicalEntity100001930|Winner110782940|SheridanCollegeAlumni|NaturalizedCitizensOfCanada|OlympicGoldMedalistsForCanada|OlympicMedalistsInAthletics(trackAndField)|PeopleFromManchesterParish|PeopleFromOakvilleOntario|YagoLegalActor},Gold Medalist
1967,Doug Gjertsen,Phillipsburg New Jersey,United States,American swimmer Olympic gold medalist former world record-holder,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|MaleFreestyleSwimmers|TexasLonghornsSwimmers|WorldAquaticsChampionshipsMedalistsInSwimming|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1988SummerOlympics|SwimmersAtThe1992SummerOlympics|OlympicBronzeMedalistsForTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSwimmersOfTheUnitedStates|PeopleFromWarrenCountyNewJersey|YagoLegalActor},Gold Medalist
1967,Rogério Sampaio,NULL,NULL,Judoka,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForBrazil|OlympicMedalistsInJudo|PeopleFromSantosS%C3%A3oPaulo|YagoLegalActor},Gold Medalist
1967,Roger Hansson,{Sweden|Helsingborg},NULL,Swedish ice hockey player,{agent|athlete|ice hockey player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IceHockeyPlayer|IceHockeyPlayersAtThe1994WinterOlympics|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SwedishIceHockeyPlayers|OlympicGoldMedalistsForSweden|OlympicMedalistsInIceHockey|PeopleFromHelsingborg|YagoLegalActor},Gold Medalist
1967,Roger Johansson,{Sweden|Ljungby},NULL,Swedish ice hockey player,{agent|athlete|ice hockey player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IceHockeyPlayer|F%C3%A4rjestadBKPlayers|IceHockeyPlayersAtThe1994WinterOlympics|LeksandsIFPlayers|LivingPeople|Athlete109820263|CalgaryFlamesPlayers|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|ChicagoBlackhawksPlayers|PhysicalEntity100001930|Winner110782940|SwedishIceHockeyPlayers|OlympicGoldMedalistsForSweden|OlympicIceHockeyPlayersOfSweden|OlympicMedalistsInIceHockey|PeopleFromLjungbyMunicipality|YagoLegalActor},Gold Medalist
1967,Ron Zwerver,Amsterdam,NULL,Dutch volleyball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballCoaches|VolleyballPlayersAtThe1988SummerOlympics|VolleyballPlayersAtThe1992SummerOlympics|VolleyballPlayersAtThe1996SummerOlympics|CausalAgent100007347|Coach109931640|Contestant109613191|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Trainer110722575|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|DutchVolleyballPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheNetherlands|OlympicMedalistsInVolleyball|OlympicSilverMedalistsForTheNetherlands|OlympicVolleyballPlayersOfTheNetherlands|PeopleFromAmsterdam|YagoLegalActor},Gold Medalist
1967,Michael Carruth,Dublin,Irish people,Boxer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IrishArmySoldiers|IrishBoxers|LivingPeople|Boxer109870208|BoxersAtThe1988SummerOlympics|BoxersAtThe1992SummerOlympics|CausalAgent100007347|Combatant109939313|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Serviceman110582746|SkilledWorker110605985|Soldier110622053|Whole100003553|Worker109632518|YagoLegalActorGeo|EnlistedPerson110058777|PhysicalEntity100001930|Winner110782940|OlympicBoxersOfIreland|OlympicGoldMedalistsForIreland|OlympicMedalistsInBoxing|PeopleFromDublin(city)|PeopleOfTheYearAwardsWinners|YagoLegalActor},Gold Medalist
1967,Michael Gier,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe1996SummerOlympics|SwissRowers|OlympicGoldMedalistsForSwitzerland|OlympicMedalistsInRowing|OlympicRowersOfSwitzerland|YagoLegalActor},Gold Medalist
