ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,BirthYear
48532,Lloyd Augustin Biden Hildebrand,M,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's 25 kilometres,Silver,1871
48536,Klaus-Peter Hildenbrand,M,23,181,70,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 5,000 metres",Bronze,1953
48538,Paul-Peter Hildgartner,M,19,178,79,Italy-1,ITA,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Gold,1953
48547,Michael Hilgers,M,22,186,82,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Silver,1966
48549,tpnka Hilgertov (Prokov-),F,28,164,56,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold,1968
48551,Achim Hill,M,25,184,78,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Single Sculls,Silver,1935
48552,Albert George Hill,M,31,178,72,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 800 metres,Gold,1889
48553,"Alexander ""Alex"" Hill",M,23,194,92,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver,1993
48555,Arthur Edwin Hill,M,24,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,Gold,1888
48556,"Albert Edwin ""Bertie"" Hill",M,29,180,70,Great Britain,GBR,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,1927
48559,Clarence Hill,M,25,187,90,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Heavyweight,Bronze,1951
48560,Clinton Rory Hill,M,24,186,77,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,1980
48563,Darryn William Hill,M,26,174,88,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Bronze,1974
48571,Grant Henry Hill,M,23,203,102,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Gold,1973
48573,"Harold Heaton ""Harry"" Hill",M,20,NA,NA,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1916
48578,"James Enoch ""Jim"" Hill",M,30,183,84,United States,USA,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,1930
48579,"Joanne Kay ""Jo"" Hill",F,27,182,70,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,1973
48581,"Kimberly ""Kim"" Hill",F,26,193,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze,1990
48586,Phelan Peter Hill,M,33,172,55,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze,1979
48588,Ralph Anthony Hill,M,23,180,66,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",Silver,1909
48595,"Samantha ""Sami"" Hill",F,24,183,89,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold,1992
48599,"Thomas Lionel ""Tom"" Hill",M,22,186,75,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Bronze,1950
48601,Virgil Eugene Hill,M,20,183,75,United States,USA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,Silver,1964
48607,"Beatrice Geraldine Hill-Lowe (Ruxton-, -Thompson)",F,40,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Archery,Archery Women's Double National Round,Bronze,1868
48611,Lorraine Mary Hillas (Wharton-),F,26,165,54,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,1962
48615,"Francisca Elisabeth Maria ""Elsemieke"" Hillen (-Havenga)",F,24,172,66,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Gold,1960
48616,"Elof Fritjof Valentin ""Fritte"" Hilln",M,30,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Bronze,1894
48627,Brent William Hilliard,M,22,195,79,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,Bronze,1970
48631,"Harry Livingston Hillman, Jr.",M,22,180,66,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 400 metres,Gold,1882
48633,Georg Otto Hilmar,M,19,NA,NA,Germany,GER,1896 Summer,1896,Summer,Athina,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold,1877
48636,Ralph Gorman Hills,M,22,185,95,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Shot Put,Bronze,1902
48637,George Whiteside Hillyard,M,44,NA,NA,Great Britain-1,GBR,1908 Summer,1908,Summer,London,Tennis,Tennis Men's Doubles,Gold,1864
48638,Hilma Aparecida Caldeira,F,24,182,74,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Bronze,1972
48644,Elisabeth Hilmo,F,23,180,75,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze,1977
48656,Gerhard Himmel,M,23,186,100,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,1965
48659,Cornelis Nicolaas Hin,M,50,NA,NA,Beatrijs III-1,NED,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 foot,Gold,1870
48660,"Franciscus Fidelio Joseph ""Frans"" Hin",M,14,NA,NA,Beatrijs III-1,NED,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 foot,Gold,1906
48661,"Johannes Jozef Antonius ""Johan"" Hin",M,21,NA,NA,Beatrijs III-1,NED,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 12 foot,Gold,1899
48664,"Andrew Jay ""A. J."" Hinch",M,22,185,91,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze,1974
48665,"Madeline Clare ""Maddie"" Hinch",F,27,168,62,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold,1989
48666,Arthur Charles Hind,M,27,173,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,1905
48669,William Robert Norris Hinde,M,36,NA,NA,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Polo,Polo Men's Polo,Silver,1900
48672,Philip Hindes,M,19,178,82,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,Gold,1993
48680,Martin Leonard Hindorff,M,35,NA,NA,Bissbi,SWE,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold,1897
48681,Silvia Hindorff (-Hafemeister),F,19,158,48,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1961
48688,"Sidney Rae ""Sid"" Hinds",M,23,185,NA,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Gold,1901
48689,Sterling Dale Hinds,M,22,180,82,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,1962
48690,Lyman Northrop Hine,M,39,NA,NA,United States-1,USA,1928 Winter,1928,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four/Five,Silver,1889
48692,Bryan Hines,M,27,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,1897
48695,Garrett Hines,M,32,183,95,United States-1,USA,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Silver,1970
48696,"James Ray ""Jim"" Hines",M,22,183,81,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,Gold,1946
48700,Martina Hingis (-Hutin),F,35,170,59,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Silver,1981
48701,Jrgen Hingsen,M,26,200,102,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Silver,1958
48702,Ariane Hingst,F,21,170,62,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze,1979
48704,Igor Hini,M,20,202,110,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Silver,1976
48709,Lars Hinneburg,M,23,187,79,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,1965
48722,Ernst Hinterseer,M,27,NA,NA,Austria,AUT,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze,1933
48726,"Martin Hinterstocker, Sr.",M,21,170,75,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1955
48734,Gabriele Hinzmann (Trepscheck-),F,29,178,80,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Discus Throw,Bronze,1947
48736,Karl Hipfinger,M,26,173,NA,Austria,AUT,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middleweight,Bronze,1906
48739,Jaime Elizabeth Hipp (-Komer),F,26,183,73,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver,1982
48749,Kazumasa Hirai,M,26,156,60,Japan,JPN,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Featherweight,Bronze,1950
48755,Koichi Hirakida,M,22,171,68,Japan,JPN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,1938
48761,Ayumu Hirano,M,15,160,50,Japan,JPN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,Silver,1999
48764,Sayaka Hirano,F,27,158,53,Japan,JPN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,Silver,1985
48768,Hiroaki Hiraoka,M,27,160,60,Japan,JPN,2012 Summer,2012,Summer,London,Judo,Judo Men's Extra-Lightweight,Silver,1985
48769,Taku Hiraoka,M,18,171,63,Japan,JPN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Halfpipe,Bronze,1996
48775,Noritoshi Hirata,M,26,170,61,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1958
48778,Koichiro Hirayama,M,25,156,58,Japan,JPN,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver,1947
48783,"Frederick Sylvester ""Fred"" Hird",M,32,182,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Gold,1880
48790,Norie Hiro,F,19,183,70,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Bronze,1965
48796,William Hirons,M,36,NA,95,London City Police-1,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,1872
48799,Megu Hirose,F,27,157,63,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold,1981
48800,Miyoko Hirose,F,25,170,59,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Bronze,1959
48808,Corey Hirsch,M,21,178,73,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1973
48811,Konrad Emanuel Nikolaus Hirsch,M,23,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Bronze,1901
48817,Marcel Hirscher,M,24,173,73,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,Silver,1990
48818,Emil Hirschfeld,M,24,188,100,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Shot Put,Bronze,1904
48819,Egbert Hirschfelder,M,22,196,97,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,Gold,1942
48821,Nikolaus Hirschl,M,24,183,NA,Austria,AUT,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,1908
48823,Jobst Hirscht,M,24,174,65,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,1948
48835,Juha Petter Hirvi,M,40,177,78,Finland,FIN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,1960
48837,Heikki Hirvonen,M,28,NA,NA,Finland,FIN,1924 Winter,1924,Winter,Chamonix,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol,Silver,1896
48845,Eileen May Hiscock (-Wilson),F,22,167,63,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1910
48847,Simon John Hiscocks,M,27,183,80,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Skiff,Silver,1973
48851,Salah Hissou,M,24,176,62,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres",Bronze,1972
48856,"Thomas ""Tommy"" Hitchcock, Jr.",M,24,178,NA,United States,USA,1924 Summer,1924,Summer,Paris,Polo,Polo Men's Polo,Silver,1900
48858,Sophie Hitchon,F,25,170,75,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Bronze,1991
48862,Kinue Hitomi,F,21,157,45,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 800 metres,Silver,1907
48869,"Michael ""Mike"" Hixon",M,22,173,68,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Silver,1994
48871,Peter Michael Hjlm,M,20,186,80,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1964
48872,Niklas Sivert Hjalmarsson,M,26,191,94,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1988
48877,Odd-Bjrn Hjelmeset,M,30,180,69,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze,1972
48902,Andrea Hlavkov,F,25,175,60,Czech Republic-1,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Silver,1987
48908,V'iacheslav Valeriyovych Hlazkov,M,23,189,97,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,Bronze,1985
48911,Ivan Hlinka,M,22,185,98,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1950
48920,Tetiana Hryhorivna Hlushchenko (-Lapshynova),F,20,172,64,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Gold,1956
48921,Todd Bradley Hlushko,M,24,180,89,Canada,CAN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1970
48927,Emin hmdov,M,25,170,74,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,1987
48931,Milan Hnilika,M,32,185,84,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1974
48934,Ho Bong-Chol,M,20,156,52,North Korea,PRK,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Flyweight,Silver,1960
48958,"Charles Monroe ""Charlie"" Hoag",M,20,188,84,United States,USA,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Gold,1932
48962,Hong Anh Tun,M,23,152,56,Vietnam,VIE,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Silver,1985
48966,Hong Xun Vinh,M,41,175,75,Vietnam,VIE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,1975
48968,Gordon Rahere Hoare,M,28,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,Gold,1884
48975,"William Barton Roger ""Bill"" Hobbs",M,23,191,93,United States,USA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Silver,1949
48976,"Franklin Warren Hobbs, IV",M,25,191,90,United States,USA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Silver,1947
48979,Herbert Hobein,M,21,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Hockey,Hockey Men's Hockey,Bronze,1907
48988,Valeriy Hryhorovych Hoborov,M,23,211,115,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Gold,1965
48993,Yves Hocd,M,27,181,70,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,1973
48996,Adolf Hoch,M,38,176,75,Austria,AUT,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold,1910
49000,Maurice Louis Hochepied,M,18,NA,NA,Tritons Lillois-2,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Silver,1882
49001,Victor Fernand Hochepied,M,16,NA,NA,Tritons Lillois-2,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Silver,1884
49003,"Dorothea ""Thea"" Hochleitner (Seer-)",F,30,NA,NA,Austria,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze,1926
49005,Pavol Hochschorner,M,21,176,75,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,1979
49006,Peter Hochschorner,M,21,188,82,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,1979
49008,Erik Hochstein,M,19,192,82,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,1969
49014,Stefan Hck,M,24,177,72,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,1964
49017,Stephan Hocke,M,18,177,57,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,1984
49018,Gunnar Mikael Hckert,M,26,178,68,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 5,000 metres",Gold,1910
49025,Robin Godfrey Hodder,M,27,170,65,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,1937
49028,"Daniel Allen ""Dan"" Hodge",M,24,185,84,United States,USA,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,1932
49031,Megan Hodge,F,23,185,79,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver,1989
49033,Percy Hodge,M,29,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,1891
49044,Samuel Ernest Hodgetts,M,34,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1878
49046,Natalie Hodgskin (-Shapiro),F,28,165,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,1976
49047,George Ritchie Hodgson,M,18,NA,NA,Canada,CAN,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,Gold,1894
49056,Imre Hdos,M,24,163,57,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,1928
49058,Sndor Hdosi,M,22,188,84,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,1966
49068,Horst Hoeck,M,28,NA,NA,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold,1904
49073,"Paulus Joan ""Paul"" Hoekstra",M,19,179,83,Netherlands,NED,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,1945
49077,Georges Auguste Charles Hol,M,29,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1891
49079,Peter Hoeltzenbein,M,21,192,85,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,Silver,1971
49080,Margaret Josephine Hoelzer,F,25,180,79,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,Bronze,1983
49083,"Ilja Mohandas ""Andy"" Hoepelman",M,21,178,72,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Bronze,1955
49084,Richard Harris Hoepfner,M,31,173,86,United States,USA,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Three Person Keelboat,Silver,1945
49086,"Henri ""Rik"" Hoevenaers",M,22,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",Silver,1902
49094,Lukas Hofer,M,24,175,62,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze,1990
49096,Otto Josef Hofer,M,40,183,85,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,1944
49103,Karen Hoff,F,27,NA,NA,Denmark,DEN,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,1921
49104,"Kathryn Elise ""Katie"" Hoff (-Anderson)",F,19,175,64,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Silver,1989
49105,Max Hoff,M,29,197,95,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,1983
49108,"Thomas John ""Tom"" Hoff",M,35,198,94,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold,1973
49109,Michael Reese Hoffa,M,34,182,147,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,Bronze,1978
49111,Paul Hffer,M,40,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",Gold,1896
49113,Jean Hoffman,M,18,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,Bronze,1894
49118,Paul Hoffman,M,26,170,50,United States,USA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Silver,1946
49122,Ambrosi Hoffmann,M,28,180,91,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Super G,Bronze,1978
49123,Andr Hoffmann,M,26,187,80,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",Gold,1962
49126,Arthur Ernst Hoffmann,M,20,175,64,Germany,GER,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's 1,600 metres Medley Relay",Silver,1888
49127,Beta Hoffmann,F,29,176,68,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze,1967
49130,Christian Hoffmann,M,23,170,62,Austria,AUT,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze,1975
49135,Falk Hoffmann,M,27,173,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Platform,Gold,1953
49142,Jan Hoffmann,M,24,178,73,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Men's Singles,Silver,1956
49144,Jrg Hoffmann,M,22,197,87,Germany,GER,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,1970
49155,Lutz Hoffmann,M,21,167,67,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver,1959
49156,Martin Hoffmann,M,21,169,70,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Gold,1955
49157,Melanie Hoffmann,F,25,160,56,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze,1975
49162,Ulf Hoffmann,M,27,166,59,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver,1961
49167,Anette Hoffmann-Mberg,F,25,175,67,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Gold,1971
49169,Gunhild Hoffmeister,F,28,172,56,East Germany,GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 800 metres,Bronze,1944
49172,Olaf Hoffsbakken,M,27,NA,NA,Norway,NOR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Nordic Combined,Nordic Combined Men's Individual,Silver,1909
49178,Maria Hfl-Riesch,F,25,182,78,Germany,GER,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,Gold,1985
49183,Rogier Alexander Hofman,M,25,184,79,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver,1987
49184,Detlef Hofmann,M,32,186,92,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,1964
49185,Fritz Hofmann,M,24,167,56,Germany,GER,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,Silver,1872
49195,Pavel Hofmann,M,26,179,81,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Double Sculls,Bronze,1938
49199,Walter Hofmann,M,22,169,68,East Germany-1,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,1950
