ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,BirthYear
49200,Willi Hofmann,M,27,170,70,Switzerland-1,SUI,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Bronze,1941
49201,Wolfgang Hofmann,M,23,177,80,Germany,GER,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Middleweight,Silver,1941
49204,Franz-Peter Hofmeister,M,24,185,71,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,1952
49205,Max Hofmeister,M,23,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Silver,1913
49215,Rainer Hft,M,24,183,84,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Gold,1956
49216,Hermannus Hfte,M,23,NA,82,Amstel Amsterdam,NED,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxless Fours,Bronze,1885
49218,"Hector Dennis ""Hec"" Hogan",M,25,170,65,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,Bronze,1931
49224,Kevin John Hogarth,M,22,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Welterweight,Bronze,1934
49229,"William Peter ""Bill"" Hogenson",M,19,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 60 metres,Silver,1885
49237,Hans Johnny Hglin,M,24,184,78,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,1944
49240,Sven Gustaf Alvar Hglund,M,21,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Team",Bronze,1911
49242,Hanne Hogness,F,21,167,69,Norway,NOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Silver,1967
49243,Dietmar Hogrefe,M,21,179,69,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,1963
49244,Nancy Lynn Hogshead (-Makar),F,22,172,66,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,Gold,1962
49246,Leif Nils Oskar Hgstrm,M,21,185,78,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",Gold,1955
49259,Marcel Hhlig,M,22,173,64,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Team,Silver,1980
49263,Annette Hohn,F,25,186,77,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Bronze,1967
49265,Christoph Hhne,M,27,171,62,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,Gold,1941
49275,Bernd Hing,M,25,192,88,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,Gold,1955
49281,Gunnar Fredrik Hjer,M,33,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,1875
49290,Peter Hol,M,23,NA,NA,Norway,NOR,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,1883
49302,Thorleif H. Holbye,M,36,NA,NA,Irene,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 8 metres,Gold,1884
49304,"Steven ""Steve"" Holcomb",M,29,178,104,United States-1,USA,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,Gold,1981
49306,Sndor Holczreiter,M,26,157,56,Hungary,HUN,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Flyweight,Bronze,1946
49316,Mari Kim Holden (-Paulsen),F,29,162,48,United States,USA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Individual Time Trial,Silver,1971
49326,"Anna Ella Amalie ""Anni"" Holdmann (-Wierth)",F,28,160,50,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1900
49328,Willi Holdorf,M,24,182,90,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,Gold,1940
49333,Ji Holeek,M,27,181,78,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1945
49334,Josef Holeek,M,27,NA,NA,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,1921
49341,Juan Carlos Holgado Romero,M,24,178,70,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Archery,Archery Men's Team,Gold,1968
49344,Virginia Helen Antoinette Holgate-Leng (-Elliott),F,29,165,60,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze,1955
49350,Jaroslav Holk,M,29,182,79,Czechoslovakia,TCH,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1943
49351,Ji Holk,M,19,178,85,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1945
49363,"William Joseph ""Bill"" Holland",M,26,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres,Silver,1874
49364,Charles Alfred Holland,M,23,NA,NA,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1909
49368,John Macfarlane Holland,M,25,191,81,New Zealand,NZL,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,Bronze,1927
49377,"Stephen Roy ""Steve"" Holland",M,18,NA,NA,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,1958
49379,"Victoria Frances ""Vicky"" Holland",F,30,168,56,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,Bronze,1986
49396,"Jennifer Kaye ""Jenny"" Holliday",F,32,180,68,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,1964
49403,Mellisa Hollingsworth-Richards,F,25,167,58,Canada,CAN,2006 Winter,2006,Winter,Torino,Skeleton,Skeleton Women's Skeleton,Bronze,1981
49404,Brett James Hollister,M,18,161,51,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Bronze,1966
49418,"Susan ""Sue"" Holloway (-Joy)",F,29,NA,NA,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,1955
49421,Martin Hollstein,M,21,192,90,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,1987
49422,Martin Hllwarth,M,17,182,65,Austria,AUT,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,1975
49431,Dorthe Elisabeth Holm,F,25,169,65,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Silver,1973
49432,"Eleanor G. Holm (-Jarret, -Rose, -Walker, -Whalen)",F,18,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Gold,1914
49435,Harry Holm,M,17,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold,1903
49437,Knud Olaf Holm,M,19,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1887
49442,Ole Martin Holm,M,35,NA,NA,Norway,NOR,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver,1871
49448,Stefan Christian Holm,M,28,181,71,Sweden,SWE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,Gold,1976
49450,Tore Anton Holm,M,23,NA,NA,Sif,SWE,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Gold,1897
49451,Yngve Robert Holm,M,24,NA,NA,Sif,SWE,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 40 metres,Gold,1896
49453,Edith Dorothy Holman,F,36,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Women's Singles,Silver,1884
49457,Knut Holmann,M,23,196,90,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze,1969
49459,Nils Arvid Birger Holmberg,M,21,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,1887
49460,Carl Johan Severin Holmberg,M,24,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,1884
49463,Gunnar Josef Agaton Holmberg,M,26,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Bronze,1898
49467,Torsten Oswald Magnus Holmberg,M,23,NA,NA,Sweden,SWE,1906 Summer,1906,Summer,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze,1883
49468,Peter William Holmberg,M,27,180,90,United States Virgin Islands,ISV,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed One Person Dinghy,Silver,1961
49469,Rolf Johan Aas Holmberg,M,21,NA,NA,Norway,NOR,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Bronze,1915
49477,"Gustaf Richard Mikael ""Gsta"" Holmr",M,20,185,84,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,Bronze,1892
49478,Ulrike Holmer (-Lederer),F,16,154,50,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,1968
49479,Anders Sren Holmertz (Johansson-),M,19,185,73,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Silver,1969
49480,Per Anders Gustaf Holmertz,M,20,185,75,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,Silver,1960
49482,"Andrew John ""Andy"" Holmes",M,24,192,95,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold,1960
49485,"William ""Bill"" Holmes",M,20,175,69,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Silver,1936
49489,Edward Porter Cowan Holmes,M,28,NA,NA,Ireland-2,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Silver,1880
49491,"Frederick William ""Fred"" Holmes",M,33,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,1887
49493,Geoffrey Holmes,M,29,NA,NA,Great Britain,GBR,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1895
49498,Kelly Holmes,F,30,163,55,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 800 metres,Bronze,1970
49512,Leif Martin Holmgren,M,26,177,75,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1954
49515,Anna Ida Holmlund,F,26,183,76,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Bronze,1988
49518,Birger Ivar Holmqvist,M,27,NA,NA,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1901
49520,Knut Anders Holmqvist,M,33,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Shooting,Shooting Men's Trap,Silver,1919
49523,ivind Josef Holmsen,M,24,NA,NA,Norway,NOR,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Bronze,1912
49526,Olof Agne Laurentius Holmstrm,M,26,197,84,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,1894
49529,Karl Johan Holmstrm,M,26,NA,NA,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze,1926
49532,Bengt Tomas Holmstrm,M,33,183,95,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,1973
49541,Mikls Holop,M,23,NA,NA,Hungary,HUN,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,1925
49555,Joef Holpert,M,27,184,88,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,Bronze,1961
49560,"Eleonoor Wendeline ""Noor"" Holsboer",F,21,169,59,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Bronze,1967
49561,Josef Christian Holsner,M,26,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Bronze,1894
49564,Ylva Erika Holst,F,22,179,82,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,1980
49566,Henning Holst,M,28,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Hockey,Hockey Men's Hockey,Silver,1892
49580,Martin Drummond Vesey Holt,M,27,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Team",Silver,1881
49581,"Maxwell Philip ""Max"" Holt",M,29,208,90,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze,1987
49584,Stephen Harris Holt,M,25,196,91,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,1975
49589,Reidar Durie Holter,M,19,178,NA,Ormsund Roklub-2,NOR,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",Bronze,1893
49590,Sigurd Holter,M,33,NA,NA,Eleda,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 10 metres,Gold,1887
49595,"Michael ""Mike"" Holthaus",M,18,183,76,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,1950
49606,Ferenc Holubn,M,18,NA,NA,Hungary,HUN,1906 Summer,1906,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,1888
49611,Volodymyr Stepanovych Holubnychiy,M,24,178,77,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,Gold,1936
49612,Serhiy Vitaliyovych Holubytskiy,M,22,182,82,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Individual",Silver,1970
49613,Dianne Mary Holum,F,16,167,56,United States,USA,1968 Winter,1968,Winter,Grenoble,Speed Skating,Speed Skating Women's 500 metres,Silver,1952
49621,Evander Holyfield,M,21,185,81,United States,USA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,Bronze,1963
49626,Raphael Marcel Holzdeppe,M,22,183,78,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,Bronze,1990
49645,Ulrike Holzner,F,33,181,68,Germany-1,GER,2002 Winter,2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Women's Two,Silver,1969
49653,"Alexander H. ""Alex"" Homberger",M,23,193,NA,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Fours,Bronze,1913
49655,Hans Ernst Homberger,M,27,NA,NA,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Fours,Bronze,1909
49657,Jos Javier Hombrados Ibez,M,24,197,98,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Bronze,1972
49658,Henry Anton Homburger,M,29,NA,NA,United States-2,USA,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Silver,1903
49659,Ioni Olga Homeghi-Bularda,F,22,174,73,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Double Sculls,Bronze,1958
49661,Daryl Homer,M,26,173,74,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",Silver,1990
49665,Thomas Homewood,M,26,NA,NA,K Division Metropolitan Police Team-3,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Bronze,1882
49666,Conrad E. Homfeld,M,32,185,64,United States,USA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,1952
49671,Nienke Heiltje Hommes,F,27,180,69,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Bronze,1977
49672,Ute Hommola,F,28,174,71,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,Bronze,1952
49676,Mrton Homonnai (Hlavacsek-),M,22,185,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Silver,1906
49679,Emilio Carlos Homps Mulet,M,33,NA,NA,Djinn,ARG,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,Silver,1915
49684,Ruslan Mykolaiovych Honcharov,M,33,185,78,Ukraine-1,UKR,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,1973
49685,Valeriy Volodymyrovych Honcharov,M,22,168,57,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,1978
49686,Iryna Yurivna Honcharova,F,29,180,73,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Bronze,1975
49708,Gary Ronald Honey,M,25,183,70,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,Silver,1959
49710,Francis Webster Honeycutt,M,36,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Team",Bronze,1884
49712,Hong Cha-Ok,F,22,165,54,South Korea-1,KOR,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Doubles,Bronze,1970
49720,Hong Jeong-Ho,F,18,178,72,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Gold,1974
49729,Hong Seong-Heun,M,23,180,90,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze,1977
49732,Hong Seong-Sik,M,24,NA,NA,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Lightweight,Bronze,1968
49742,Hong Un-Jong,F,19,156,47,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Gold,1989
49755,Leo Ilmo Honkala,M,19,170,59.5,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze,1933
49769,Carlos Eduardo Honorato,M,25,175,90,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Middleweight,Silver,1975
49773,Samuel Honrubia,M,26,180,75,France,FRA,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Gold,1986
49775,Zdeka Honsov,F,21,NA,NA,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold,1927
49777,Roman Volodymyrovych Hontiuk,M,20,178,81,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,Silver,1984
49784,"Henry Francis ""Henny"" Hoobin",M,29,NA,NA,Canada,CAN,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Gold,1879
49791,Ellen Marijn Hoog,F,22,164,54,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold,1986
49802,"Christoffel ""Chris"" Hooijkaas",M,39,NA,NA,Mascotte,NED,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 3-10 Ton,Silver,1861
49807,Destinee Dante Hooker,F,24,193,73,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver,1988
49808,Leslie Janusz Hooker,M,26,191,92,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Bronze,1970
49810,Jennifer Leigh Hooker (-Brinegar),F,15,175,57,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,1961
49812,"Steven Leslie ""Steve"" Hooker",M,26,187,82,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Gold,1982
49817,Clarence Darrow Hooper,M,20,190,82,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Shot Put,Silver,1932
49822,Kate Jon-Marie Hooper,F,22,177,73,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,1978
49826,Beau Hoopman,M,23,193,91,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold,1981
49854,Thelma Elizabeth Hopkins (-McClernon),F,20,170,66,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's High Jump,Silver,1936
49863,Karl-Heinz Hopp,M,23,191,90,Germany,GER,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Gold,1937
49867,Rainer Hoppe,M,22,191,95,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Bronze,1962
49868,Ren Hoppe,M,29,185,92,Germany-1,GER,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Gold,1977
49870,Wolfgang Hoppe,M,26,181,89,East Germany-2,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Gold,1958
49871,Ernst Heinrich Hoppenberg,M,21,NA,NA,Germany,GER,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Backstroke,Gold,1879
49881,Tamara Horacek,F,20,179,80,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver,1996
49893,Miloslav Hoava,M,22,184,85,Czechoslovakia,TCH,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1962
49894,Tetiana Viktorivna Horb,F,23,182,72,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Bronze,1965
49907,Edward Hore,M,50,NA,NA,Bona Fide,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 3-10 Ton,Gold,1850
49908,Kerry Hore,F,23,183,74,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze,1981
49909,Josef Horeovsk,M,21,185,89,Czechoslovakia,TCH,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1947
49910,Denis Horgan,M,36,178,106,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Shot Put,Silver,1872
49925,Manabu Horii,M,21,180,80,Japan,JPN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Men's 500 metres,Bronze,1973
49929,George Leslie Horine,M,22,180,73,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,Bronze,1890
49930,Otakar Honek,M,27,175,73,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,1929
49931,Iwao Horiuchi,M,22,163,74,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,1942
49934,Gyrgy Horkai,M,22,178,74,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Gold,1954
49941,Raimund Hrmann,M,27,194,89,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Gold,1957
49943,Xaver Hrmann,M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Bronze,1910
49949,Blair James H. Horn,M,23,190,87,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold,1961
